method,number_feature,in_safari,accuracy,auc,f1,mcc
joint_interaction_80,460,15,0.608,0.586,0.687,0.185
joint_interaction_80,470,16,0.618,0.594,0.7,0.207
joint_interaction_80,480,17,0.608,0.586,0.687,0.185
joint_interaction_80,490,19,0.629,0.606,0.706,0.231
joint_interaction_80,500,19,0.602,0.578,0.686,0.172
DO_15,10,0,0.559,0.5,0.717,0.0
DO_15,20,1,0.591,0.553,0.705,0.14
DO_15,30,1,0.597,0.572,0.684,0.159
DO_15,40,1,0.586,0.565,0.667,0.139
DO_15,50,1,0.522,0.491,0.637,-0.021
DO_15,60,1,0.575,0.542,0.685,0.101
DO_15,70,1,0.608,0.577,0.704,0.181
DO_15,80,1,0.613,0.583,0.707,0.194
DO_15,90,2,0.57,0.538,0.677,0.09
DO_15,100,4,0.591,0.562,0.689,0.144
DO_15,110,4,0.581,0.553,0.678,0.12
DO_15,120,5,0.602,0.575,0.694,0.169
DO_15,130,5,0.608,0.583,0.692,0.183
DO_15,140,5,0.575,0.549,0.669,0.11
DO_15,150,6,0.581,0.553,0.678,0.12
DO_15,160,7,0.57,0.546,0.661,0.1
DO_15,170,8,0.548,0.525,0.641,0.055
DO_15,180,9,0.565,0.542,0.652,0.091
DO_15,190,9,0.565,0.541,0.655,0.089
DO_15,200,9,0.618,0.593,0.703,0.207
DO_15,210,9,0.608,0.583,0.692,0.183
DO_15,220,9,0.608,0.579,0.7,0.181
DO_15,230,9,0.586,0.558,0.683,0.132
DO_15,240,9,0.613,0.584,0.705,0.194
DO_15,250,9,0.624,0.593,0.718,0.22
DO_15,260,10,0.613,0.583,0.707,0.194
DO_15,270,10,0.597,0.567,0.694,0.156
DO_15,280,11,0.624,0.595,0.713,0.219
DO_15,290,11,0.645,0.618,0.727,0.268
DO_15,300,11,0.651,0.623,0.733,0.281
DO_15,310,11,0.618,0.593,0.703,0.207
DO_15,320,11,0.608,0.581,0.697,0.182
DO_15,330,11,0.629,0.604,0.711,0.231
DO_15,340,11,0.613,0.587,0.7,0.194
DO_15,350,11,0.613,0.587,0.7,0.194
DO_15,360,12,0.57,0.542,0.669,0.095
DO_15,370,13,0.64,0.616,0.717,0.255
DO_15,380,14,0.64,0.617,0.715,0.255
DO_15,390,15,0.634,0.611,0.712,0.243
DO_15,400,15,0.624,0.599,0.706,0.219
DO_15,410,15,0.656,0.632,0.731,0.291
DO_15,420,15,0.656,0.629,0.736,0.293
DO_15,430,15,0.651,0.626,0.728,0.28
DO_15,440,15,0.667,0.641,0.742,0.316
DO_15,450,15,0.683,0.658,0.753,0.352
DO_15,460,16,0.651,0.628,0.723,0.279
DO_15,470,19,0.656,0.633,0.729,0.291
DO_15,480,19,0.634,0.614,0.707,0.244
DO_15,490,19,0.656,0.633,0.729,0.291
DO_15,500,19,0.656,0.633,0.729,0.291
pubmed_90,10,0,0.548,0.507,0.679,0.02
pubmed_90,20,1,0.538,0.499,0.667,-0.003
pubmed_90,30,1,0.602,0.58,0.684,0.173
pubmed_90,40,1,0.575,0.547,0.675,0.107
pubmed_90,50,1,0.559,0.534,0.655,0.074
pubmed_90,60,1,0.559,0.523,0.677,0.058
pubmed_90,70,2,0.586,0.552,0.693,0.128
pubmed_90,80,3,0.575,0.545,0.678,0.105
pubmed_90,90,4,0.57,0.543,0.667,0.097
pubmed_90,100,4,0.586,0.564,0.67,0.138
pubmed_90,110,5,0.57,0.547,0.658,0.102
pubmed_90,120,6,0.581,0.555,0.672,0.122
pubmed_90,130,6,0.581,0.558,0.667,0.125
pubmed_90,140,6,0.602,0.58,0.684,0.173
pubmed_90,150,7,0.586,0.563,0.672,0.137
pubmed_90,160,7,0.543,0.519,0.638,0.042
pubmed_90,170,7,0.543,0.518,0.641,0.039
pubmed_90,180,7,0.575,0.552,0.664,0.113
pubmed_90,190,7,0.559,0.536,0.65,0.078
pubmed_90,200,7,0.575,0.551,0.667,0.111
pubmed_90,210,8,0.575,0.548,0.672,0.108
pubmed_90,220,8,0.575,0.549,0.669,0.11
pubmed_90,230,8,0.591,0.566,0.681,0.147
pubmed_90,240,8,0.613,0.589,0.695,0.195
pubmed_90,250,8,0.629,0.605,0.709,0.231
pubmed_90,260,8,0.645,0.622,0.72,0.267
pubmed_90,270,8,0.602,0.58,0.684,0.173
pubmed_90,280,8,0.661,0.639,0.732,0.303
pubmed_90,290,8,0.656,0.633,0.729,0.291
pubmed_90,300,8,0.581,0.555,0.672,0.122
pubmed_90,310,9,0.597,0.572,0.684,0.159
pubmed_90,320,9,0.597,0.572,0.684,0.159
pubmed_90,330,9,0.602,0.577,0.689,0.171
pubmed_90,340,9,0.613,0.589,0.695,0.195
pubmed_90,350,9,0.624,0.602,0.701,0.22
pubmed_90,360,9,0.667,0.648,0.73,0.314
pubmed_90,370,9,0.672,0.653,0.736,0.326
pubmed_90,380,9,0.667,0.649,0.728,0.314
pubmed_90,390,10,0.667,0.649,0.728,0.314
pubmed_90,400,11,0.672,0.653,0.736,0.326
pubmed_90,410,11,0.661,0.639,0.732,0.303
pubmed_90,420,14,0.64,0.621,0.707,0.256
pubmed_90,430,14,0.629,0.61,0.699,0.233
pubmed_90,440,14,0.629,0.609,0.701,0.232
pubmed_90,450,14,0.624,0.604,0.696,0.221
pubmed_90,460,14,0.624,0.604,0.696,0.221
pubmed_90,470,14,0.629,0.609,0.701,0.232
pubmed_90,480,14,0.64,0.62,0.71,0.256
pubmed_90,490,14,0.634,0.615,0.704,0.244
pubmed_90,500,14,0.629,0.61,0.699,0.233
HPO_75,10,0,0.548,0.507,0.679,0.02
HPO_75,20,1,0.511,0.486,0.613,-0.03
HPO_75,30,1,0.548,0.524,0.644,0.052
HPO_75,40,1,0.543,0.517,0.644,0.037
HPO_75,50,1,0.548,0.521,0.65,0.048
HPO_75,60,1,0.565,0.531,0.677,0.075
HPO_75,70,1,0.559,0.527,0.669,0.064
HPO_75,80,2,0.602,0.569,0.704,0.168
HPO_75,90,3,0.591,0.562,0.689,0.144
HPO_75,100,3,0.602,0.575,0.694,0.169
HPO_75,110,3,0.613,0.587,0.7,0.194
HPO_75,120,3,0.597,0.571,0.686,0.158
HPO_75,130,3,0.597,0.571,0.686,0.158
HPO_75,140,4,0.591,0.562,0.689,0.144
HPO_75,150,6,0.575,0.549,0.669,0.11
HPO_75,160,6,0.554,0.526,0.656,0.059
HPO_75,170,6,0.565,0.538,0.661,0.085
HPO_75,180,8,0.575,0.548,0.672,0.108
HPO_75,190,8,0.634,0.612,0.709,0.243
HPO_75,200,8,0.608,0.583,0.692,0.183
HPO_75,210,8,0.64,0.616,0.717,0.255
HPO_75,220,8,0.575,0.552,0.664,0.113
HPO_75,230,8,0.581,0.557,0.669,0.124
HPO_75,240,8,0.554,0.525,0.658,0.057
HPO_75,250,8,0.554,0.526,0.656,0.059
HPO_75,260,9,0.543,0.515,0.647,0.034
HPO_75,270,9,0.538,0.509,0.645,0.021
HPO_75,280,10,0.538,0.509,0.645,0.021
HPO_75,290,10,0.586,0.56,0.678,0.134
HPO_75,300,10,0.618,0.59,0.708,0.206
HPO_75,310,10,0.597,0.57,0.689,0.157
HPO_75,320,10,0.591,0.566,0.681,0.147
HPO_75,330,11,0.591,0.565,0.683,0.145
HPO_75,340,11,0.608,0.582,0.695,0.182
HPO_75,350,12,0.613,0.587,0.7,0.194
HPO_75,360,12,0.608,0.585,0.689,0.184
HPO_75,370,13,0.645,0.619,0.725,0.268
HPO_75,380,13,0.64,0.615,0.72,0.255
HPO_75,390,14,0.64,0.615,0.72,0.255
HPO_75,400,15,0.591,0.566,0.681,0.147
HPO_75,410,15,0.575,0.551,0.667,0.111
HPO_75,420,15,0.629,0.608,0.704,0.232
HPO_75,430,15,0.634,0.612,0.709,0.243
HPO_75,440,15,0.634,0.612,0.709,0.243
HPO_75,450,15,0.613,0.593,0.687,0.198
HPO_75,460,16,0.608,0.587,0.684,0.186
HPO_75,470,17,0.651,0.627,0.726,0.279
HPO_75,480,18,0.64,0.621,0.707,0.256
HPO_75,490,19,0.645,0.627,0.711,0.268
HPO_75,500,19,0.651,0.631,0.719,0.279
GOmf_20,10,0,0.548,0.507,0.679,0.02
GOmf_20,20,1,0.608,0.577,0.704,0.181
GOmf_20,30,1,0.559,0.539,0.643,0.082
GOmf_20,40,1,0.565,0.534,0.669,0.08
GOmf_20,50,1,0.597,0.567,0.694,0.156
GOmf_20,60,1,0.602,0.572,0.699,0.168
GOmf_20,70,1,0.575,0.54,0.688,0.1
GOmf_20,80,1,0.543,0.509,0.661,0.021
GOmf_20,90,2,0.586,0.555,0.688,0.13
GOmf_20,100,3,0.597,0.567,0.694,0.156
GOmf_20,110,4,0.591,0.565,0.683,0.145
GOmf_20,120,4,0.581,0.557,0.669,0.124
GOmf_20,130,4,0.581,0.557,0.669,0.124
GOmf_20,140,5,0.57,0.546,0.661,0.1
GOmf_20,150,6,0.554,0.529,0.65,0.063
GOmf_20,160,7,0.565,0.542,0.652,0.091
GOmf_20,170,7,0.559,0.535,0.653,0.076
GOmf_20,180,9,0.565,0.54,0.658,0.087
GOmf_20,190,9,0.565,0.54,0.658,0.087
GOmf_20,200,9,0.651,0.627,0.726,0.279
GOmf_20,210,9,0.645,0.613,0.736,0.273
GOmf_20,220,9,0.656,0.627,0.74,0.296
GOmf_20,230,9,0.629,0.599,0.721,0.232
GOmf_20,240,9,0.629,0.6,0.718,0.232
GOmf_20,250,9,0.608,0.578,0.702,0.181
GOmf_20,260,9,0.597,0.568,0.691,0.156
GOmf_20,270,10,0.608,0.578,0.702,0.181
GOmf_20,280,10,0.591,0.565,0.683,0.145
GOmf_20,290,10,0.602,0.576,0.692,0.17
GOmf_20,300,11,0.613,0.588,0.697,0.195
GOmf_20,310,11,0.624,0.598,0.708,0.219
GOmf_20,320,11,0.602,0.576,0.692,0.17
GOmf_20,330,11,0.618,0.593,0.703,0.207
GOmf_20,340,11,0.629,0.604,0.711,0.231
GOmf_20,350,12,0.64,0.617,0.715,0.255
GOmf_20,360,12,0.645,0.623,0.718,0.267
GOmf_20,370,13,0.64,0.617,0.715,0.255
GOmf_20,380,13,0.629,0.605,0.709,0.231
GOmf_20,390,13,0.624,0.6,0.703,0.219
GOmf_20,400,14,0.645,0.622,0.72,0.267
GOmf_20,410,15,0.624,0.6,0.703,0.219
GOmf_20,420,16,0.651,0.628,0.723,0.279
GOmf_20,430,16,0.645,0.622,0.72,0.267
GOmf_20,440,16,0.634,0.612,0.709,0.243
GOmf_20,450,16,0.651,0.628,0.723,0.279
GOmf_20,460,16,0.645,0.622,0.72,0.267
GOmf_20,470,16,0.645,0.622,0.72,0.267
GOmf_20,480,17,0.645,0.621,0.723,0.267
GOmf_20,490,18,0.651,0.627,0.726,0.279
GOmf_20,500,18,0.613,0.593,0.687,0.198
GObp_45,10,0,0.608,0.573,0.711,0.181
GObp_45,20,0,0.57,0.547,0.658,0.102
GObp_45,30,1,0.586,0.563,0.672,0.137
GObp_45,40,1,0.597,0.57,0.689,0.157
GObp_45,50,1,0.629,0.6,0.718,0.232
GObp_45,60,1,0.618,0.586,0.715,0.207
GObp_45,70,1,0.613,0.585,0.702,0.194
GObp_45,80,1,0.591,0.561,0.691,0.143
GObp_45,90,1,0.548,0.511,0.672,0.028
GObp_45,100,1,0.575,0.544,0.68,0.104
GObp_45,110,3,0.565,0.534,0.669,0.08
GObp_45,120,4,0.57,0.542,0.669,0.095
GObp_45,130,4,0.559,0.534,0.655,0.074
GObp_45,140,5,0.548,0.52,0.653,0.046
GObp_45,150,5,0.57,0.543,0.667,0.097
GObp_45,160,5,0.57,0.543,0.667,0.097
GObp_45,170,6,0.565,0.541,0.655,0.089
GObp_45,180,7,0.554,0.53,0.647,0.065
GObp_45,190,7,0.559,0.537,0.647,0.08
GObp_45,200,8,0.559,0.535,0.653,0.076
GObp_45,210,9,0.565,0.54,0.658,0.087
GObp_45,220,9,0.548,0.521,0.65,0.048
GObp_45,230,10,0.586,0.561,0.675,0.135
GObp_45,240,10,0.548,0.525,0.641,0.055
GObp_45,250,10,0.543,0.52,0.635,0.044
GObp_45,260,10,0.656,0.633,0.729,0.291
GObp_45,270,10,0.645,0.622,0.72,0.267
GObp_45,280,10,0.656,0.633,0.729,0.291
GObp_45,290,10,0.677,0.655,0.746,0.339
GObp_45,300,10,0.651,0.623,0.733,0.281
GObp_45,310,11,0.651,0.624,0.73,0.28
GObp_45,320,11,0.64,0.615,0.72,0.255
GObp_45,330,11,0.624,0.598,0.708,0.219
GObp_45,340,12,0.618,0.594,0.7,0.207
GObp_45,350,14,0.613,0.589,0.695,0.195
GObp_45,360,14,0.608,0.583,0.692,0.183
GObp_45,370,15,0.629,0.605,0.709,0.231
GObp_45,380,15,0.624,0.603,0.698,0.22
GObp_45,390,15,0.618,0.597,0.695,0.208
GObp_45,400,16,0.608,0.587,0.684,0.186
GObp_45,410,18,0.608,0.586,0.687,0.185
GObp_45,420,18,0.597,0.575,0.678,0.161
GObp_45,430,18,0.602,0.581,0.681,0.174
GObp_45,440,18,0.613,0.592,0.69,0.197
GObp_45,450,18,0.602,0.581,0.681,0.174
GObp_45,460,18,0.624,0.603,0.698,0.22
GObp_45,470,20,0.602,0.581,0.681,0.174
GObp_45,480,20,0.575,0.557,0.652,0.12
GObp_45,490,21,0.597,0.576,0.675,0.163
GObp_45,500,22,0.581,0.562,0.658,0.13
PPI_35,10,0,0.548,0.507,0.679,0.02
PPI_35,20,1,0.527,0.509,0.611,0.018
PPI_35,30,1,0.554,0.525,0.658,0.057
PPI_35,40,1,0.575,0.545,0.678,0.105
PPI_35,50,1,0.527,0.496,0.642,-0.01
PPI_35,60,1,0.543,0.509,0.661,0.021
PPI_35,70,1,0.559,0.525,0.675,0.06
PPI_35,80,2,0.597,0.567,0.694,0.156
PPI_35,90,3,0.591,0.562,0.689,0.144
PPI_35,100,4,0.597,0.568,0.691,0.156
PPI_35,110,4,0.597,0.57,0.689,0.157
PPI_35,120,4,0.602,0.576,0.692,0.17
PPI_35,130,5,0.565,0.538,0.661,0.085
PPI_35,140,5,0.586,0.561,0.675,0.135
PPI_35,150,6,0.575,0.551,0.667,0.111
PPI_35,160,7,0.581,0.555,0.672,0.122
PPI_35,170,7,0.575,0.551,0.667,0.111
PPI_35,180,9,0.554,0.53,0.647,0.065
PPI_35,190,9,0.667,0.641,0.742,0.316
PPI_35,200,9,0.656,0.634,0.726,0.291
PPI_35,210,9,0.661,0.636,0.736,0.304
PPI_35,220,9,0.613,0.587,0.7,0.194
PPI_35,230,9,0.608,0.583,0.692,0.183
PPI_35,240,9,0.559,0.531,0.661,0.07
PPI_35,250,9,0.575,0.548,0.672,0.108
PPI_35,260,10,0.548,0.521,0.65,0.048
PPI_35,270,10,0.618,0.59,0.708,0.206
PPI_35,280,11,0.602,0.577,0.689,0.171
PPI_35,290,11,0.602,0.576,0.692,0.17
PPI_35,300,11,0.629,0.605,0.709,0.231
PPI_35,310,11,0.618,0.59,0.708,0.206
PPI_35,320,11,0.597,0.571,0.686,0.158
PPI_35,330,12,0.618,0.592,0.705,0.206
PPI_35,340,12,0.613,0.588,0.697,0.195
PPI_35,350,12,0.618,0.593,0.703,0.207
PPI_35,360,13,0.624,0.599,0.706,0.219
PPI_35,370,13,0.651,0.623,0.733,0.281
PPI_35,380,14,0.64,0.612,0.724,0.256
PPI_35,390,14,0.661,0.635,0.739,0.305
PPI_35,400,15,0.64,0.613,0.722,0.256
PPI_35,410,16,0.634,0.611,0.712,0.243
PPI_35,420,16,0.629,0.606,0.706,0.231
PPI_35,430,16,0.634,0.611,0.712,0.243
PPI_35,440,16,0.661,0.64,0.73,0.302
PPI_35,450,16,0.651,0.627,0.726,0.279
PPI_35,460,16,0.608,0.587,0.684,0.186
PPI_35,470,17,0.602,0.582,0.678,0.175
PPI_35,480,18,0.656,0.63,0.733,0.292
PPI_35,490,18,0.629,0.605,0.709,0.231
PPI_35,500,21,0.629,0.608,0.704,0.232
DO_60,10,0,0.559,0.5,0.717,0.0
DO_60,20,0,0.559,0.5,0.717,0.0
DO_60,30,1,0.559,0.5,0.717,0.0
DO_60,40,1,0.613,0.579,0.714,0.195
DO_60,50,1,0.581,0.55,0.683,0.117
DO_60,60,1,0.575,0.547,0.675,0.107
DO_60,70,1,0.591,0.562,0.689,0.144
DO_60,80,1,0.64,0.612,0.724,0.256
DO_60,90,2,0.543,0.517,0.644,0.037
DO_60,100,2,0.57,0.539,0.675,0.092
DO_60,110,2,0.581,0.549,0.685,0.116
DO_60,120,3,0.527,0.496,0.642,-0.01
DO_60,130,4,0.543,0.518,0.641,0.039
DO_60,140,5,0.548,0.521,0.65,0.048
DO_60,150,5,0.548,0.519,0.656,0.043
DO_60,160,5,0.559,0.527,0.669,0.064
DO_60,170,6,0.565,0.533,0.672,0.078
DO_60,180,7,0.581,0.546,0.69,0.114
DO_60,190,9,0.575,0.543,0.683,0.103
DO_60,200,10,0.597,0.568,0.691,0.156
DO_60,210,10,0.624,0.593,0.718,0.22
DO_60,220,10,0.618,0.585,0.717,0.208
DO_60,230,11,0.64,0.611,0.727,0.257
DO_60,240,11,0.64,0.608,0.731,0.259
DO_60,250,11,0.613,0.583,0.707,0.194
DO_60,260,11,0.618,0.588,0.713,0.207
DO_60,270,11,0.629,0.602,0.714,0.231
DO_60,280,12,0.613,0.587,0.7,0.194
DO_60,290,12,0.608,0.586,0.687,0.185
DO_60,300,12,0.618,0.589,0.71,0.206
DO_60,310,12,0.634,0.615,0.704,0.244
DO_60,320,12,0.629,0.606,0.706,0.231
DO_60,330,12,0.661,0.639,0.732,0.303
DO_60,340,12,0.613,0.587,0.7,0.194
DO_60,350,12,0.672,0.65,0.74,0.326
DO_60,360,13,0.677,0.656,0.744,0.338
DO_60,370,15,0.683,0.665,0.742,0.348
DO_60,380,17,0.661,0.64,0.73,0.302
DO_60,390,17,0.661,0.64,0.73,0.302
DO_60,400,17,0.656,0.634,0.726,0.291
DO_60,410,17,0.672,0.651,0.738,0.326
DO_60,420,18,0.661,0.639,0.732,0.303
DO_60,430,18,0.672,0.653,0.736,0.326
DO_60,440,18,0.677,0.657,0.741,0.337
DO_60,450,19,0.672,0.653,0.736,0.326
DO_60,460,20,0.656,0.636,0.724,0.291
DO_60,470,20,0.656,0.634,0.726,0.291
DO_60,480,20,0.651,0.629,0.721,0.279
DO_60,490,20,0.645,0.623,0.718,0.267
DO_60,500,22,0.667,0.645,0.735,0.314
GObp_85,10,0,0.505,0.494,0.57,-0.011
GObp_85,20,0,0.613,0.585,0.702,0.194
GObp_85,30,0,0.548,0.516,0.661,0.038
GObp_85,40,0,0.608,0.585,0.689,0.184
GObp_85,50,0,0.586,0.563,0.672,0.137
GObp_85,60,0,0.57,0.547,0.658,0.102
GObp_85,70,0,0.586,0.568,0.661,0.142
GObp_85,80,2,0.565,0.541,0.655,0.089
GObp_85,90,2,0.559,0.535,0.653,0.076
GObp_85,100,3,0.543,0.52,0.635,0.044
GObp_85,110,3,0.565,0.544,0.649,0.093
GObp_85,120,3,0.565,0.544,0.649,0.093
GObp_85,130,6,0.548,0.524,0.644,0.052
GObp_85,140,6,0.581,0.557,0.669,0.124
GObp_85,150,6,0.624,0.599,0.706,0.219
GObp_85,160,9,0.64,0.615,0.72,0.255
GObp_85,170,11,0.629,0.605,0.709,0.231
GObp_85,180,12,0.634,0.61,0.714,0.243
GObp_85,190,14,0.57,0.52,0.71,0.075
GObp_85,200,14,0.575,0.526,0.713,0.095
GObp_85,210,15,0.575,0.526,0.713,0.095
GObp_85,220,18,0.575,0.526,0.713,0.095
GObp_85,230,20,0.57,0.521,0.708,0.075
GObp_85,240,22,0.575,0.527,0.711,0.094
GObp_85,250,22,0.575,0.527,0.711,0.094
GObp_85,260,23,0.57,0.523,0.706,0.076
GObp_85,270,25,0.57,0.523,0.706,0.076
GObp_85,280,25,0.57,0.523,0.706,0.076
GObp_85,290,25,0.57,0.523,0.706,0.076
GObp_85,300,26,0.565,0.516,0.703,0.057
GObp_85,310,27,0.57,0.523,0.706,0.076
GObp_85,320,30,0.57,0.523,0.706,0.076
GObp_85,330,31,0.57,0.523,0.706,0.076
GObp_85,340,32,0.57,0.523,0.706,0.076
GObp_85,350,33,0.57,0.523,0.706,0.076
GObp_85,360,33,0.57,0.523,0.706,0.076
GObp_85,370,33,0.57,0.523,0.706,0.076
GObp_85,380,33,0.57,0.523,0.706,0.076
GObp_85,390,35,0.57,0.523,0.706,0.076
GObp_85,400,36,0.57,0.523,0.706,0.076
GObp_85,410,36,0.57,0.523,0.706,0.076
GObp_85,420,37,0.57,0.523,0.706,0.076
GObp_85,430,37,0.57,0.523,0.706,0.076
GObp_85,440,37,0.57,0.523,0.706,0.076
GObp_85,450,38,0.565,0.518,0.701,0.058
GObp_85,460,41,0.57,0.523,0.706,0.076
GObp_85,470,41,0.57,0.523,0.706,0.076
GObp_85,480,41,0.57,0.523,0.706,0.076
GObp_85,490,41,0.565,0.518,0.701,0.058
GObp_85,500,42,0.559,0.513,0.696,0.041
joint_interaction_35,10,0,0.559,0.5,0.717,0.0
joint_interaction_35,20,1,0.581,0.558,0.667,0.125
joint_interaction_35,30,1,0.602,0.575,0.694,0.169
joint_interaction_35,40,1,0.613,0.582,0.71,0.194
joint_interaction_35,50,1,0.527,0.497,0.639,-0.007
joint_interaction_35,60,1,0.532,0.498,0.653,-0.005
joint_interaction_35,70,1,0.57,0.535,0.683,0.087
joint_interaction_35,80,2,0.581,0.546,0.69,0.114
joint_interaction_35,90,3,0.57,0.538,0.677,0.09
joint_interaction_35,100,3,0.597,0.568,0.691,0.156
joint_interaction_35,110,3,0.581,0.55,0.683,0.117
joint_interaction_35,120,3,0.597,0.568,0.691,0.156
joint_interaction_35,130,5,0.586,0.563,0.672,0.137
joint_interaction_35,140,6,0.559,0.532,0.658,0.072
joint_interaction_35,150,6,0.575,0.551,0.667,0.111
joint_interaction_35,160,6,0.575,0.551,0.667,0.111
joint_interaction_35,170,8,0.57,0.544,0.664,0.098
joint_interaction_35,180,8,0.565,0.542,0.652,0.091
joint_interaction_35,190,9,0.554,0.53,0.647,0.065
joint_interaction_35,200,9,0.559,0.535,0.653,0.076
joint_interaction_35,210,9,0.608,0.587,0.684,0.186
joint_interaction_35,220,9,0.575,0.549,0.669,0.11
joint_interaction_35,230,9,0.613,0.585,0.702,0.194
joint_interaction_35,240,9,0.543,0.515,0.647,0.034
joint_interaction_35,250,10,0.543,0.514,0.65,0.032
joint_interaction_35,260,10,0.597,0.566,0.696,0.155
joint_interaction_35,270,11,0.597,0.567,0.694,0.156
joint_interaction_35,280,11,0.608,0.576,0.707,0.181
joint_interaction_35,290,11,0.608,0.578,0.702,0.181
joint_interaction_35,300,11,0.624,0.595,0.713,0.219
joint_interaction_35,310,11,0.618,0.592,0.705,0.206
joint_interaction_35,320,11,0.613,0.585,0.702,0.194
joint_interaction_35,330,11,0.618,0.592,0.705,0.206
joint_interaction_35,340,11,0.602,0.575,0.694,0.169
joint_interaction_35,350,12,0.608,0.582,0.695,0.182
joint_interaction_35,360,12,0.629,0.602,0.714,0.231
joint_interaction_35,370,13,0.57,0.543,0.667,0.097
joint_interaction_35,380,13,0.629,0.601,0.716,0.231
joint_interaction_35,390,13,0.575,0.548,0.672,0.108
joint_interaction_35,400,13,0.656,0.63,0.733,0.292
joint_interaction_35,410,13,0.656,0.632,0.731,0.291
joint_interaction_35,420,13,0.645,0.621,0.723,0.267
joint_interaction_35,430,14,0.661,0.638,0.734,0.303
joint_interaction_35,440,14,0.634,0.609,0.717,0.243
joint_interaction_35,450,14,0.645,0.621,0.723,0.267
joint_interaction_35,460,15,0.64,0.616,0.717,0.255
joint_interaction_35,470,15,0.629,0.605,0.709,0.231
joint_interaction_35,480,15,0.624,0.599,0.706,0.219
joint_interaction_35,490,16,0.624,0.599,0.706,0.219
joint_interaction_35,500,18,0.629,0.608,0.704,0.232
GOcc_30,10,0,0.586,0.549,0.7,0.126
GOcc_30,20,1,0.586,0.555,0.688,0.13
GOcc_30,30,1,0.554,0.529,0.65,0.063
GOcc_30,40,1,0.613,0.585,0.702,0.194
GOcc_30,50,1,0.591,0.561,0.691,0.143
GOcc_30,60,1,0.602,0.572,0.699,0.168
GOcc_30,70,1,0.581,0.546,0.69,0.114
GOcc_30,80,1,0.57,0.537,0.68,0.089
GOcc_30,90,2,0.613,0.58,0.712,0.194
GOcc_30,100,3,0.581,0.553,0.678,0.12
GOcc_30,110,4,0.575,0.551,0.667,0.111
GOcc_30,120,4,0.597,0.575,0.678,0.161
GOcc_30,130,4,0.57,0.546,0.661,0.1
GOcc_30,140,5,0.575,0.549,0.669,0.11
GOcc_30,150,6,0.575,0.552,0.664,0.113
GOcc_30,160,7,0.565,0.538,0.661,0.085
GOcc_30,170,7,0.554,0.526,0.656,0.059
GOcc_30,180,8,0.565,0.538,0.661,0.085
GOcc_30,190,9,0.629,0.602,0.714,0.231
GOcc_30,200,9,0.634,0.611,0.712,0.243
GOcc_30,210,9,0.629,0.606,0.706,0.231
GOcc_30,220,9,0.661,0.636,0.736,0.304
GOcc_30,230,9,0.597,0.571,0.686,0.158
GOcc_30,240,9,0.597,0.566,0.696,0.155
GOcc_30,250,9,0.597,0.571,0.686,0.158
GOcc_30,260,10,0.575,0.549,0.669,0.11
GOcc_30,270,10,0.608,0.581,0.697,0.182
GOcc_30,280,10,0.613,0.585,0.702,0.194
GOcc_30,290,11,0.57,0.543,0.667,0.097
GOcc_30,300,11,0.597,0.566,0.696,0.155
GOcc_30,310,11,0.608,0.578,0.702,0.181
GOcc_30,320,11,0.624,0.595,0.713,0.219
GOcc_30,330,11,0.608,0.583,0.692,0.183
GOcc_30,340,11,0.618,0.593,0.703,0.207
GOcc_30,350,12,0.634,0.61,0.714,0.243
GOcc_30,360,12,0.629,0.604,0.711,0.231
GOcc_30,370,12,0.651,0.623,0.733,0.281
GOcc_30,380,15,0.645,0.621,0.723,0.267
GOcc_30,390,15,0.565,0.54,0.658,0.087
GOcc_30,400,15,0.591,0.566,0.681,0.147
GOcc_30,410,15,0.64,0.615,0.72,0.255
GOcc_30,420,16,0.656,0.632,0.731,0.291
GOcc_30,430,16,0.64,0.616,0.717,0.255
GOcc_30,440,17,0.64,0.616,0.717,0.255
GOcc_30,450,17,0.645,0.623,0.718,0.267
GOcc_30,460,17,0.634,0.612,0.709,0.243
GOcc_30,470,17,0.634,0.612,0.709,0.243
GOcc_30,480,17,0.64,0.617,0.715,0.255
GOcc_30,490,19,0.613,0.595,0.684,0.199
GOcc_30,500,20,0.629,0.613,0.693,0.235
co_expression_20,10,0,0.548,0.507,0.679,0.02
co_expression_20,20,1,0.527,0.509,0.611,0.018
co_expression_20,30,1,0.554,0.525,0.658,0.057
co_expression_20,40,1,0.575,0.545,0.678,0.105
co_expression_20,50,1,0.559,0.532,0.658,0.072
co_expression_20,60,1,0.591,0.56,0.694,0.142
co_expression_20,70,1,0.559,0.525,0.675,0.06
co_expression_20,80,2,0.597,0.567,0.694,0.156
co_expression_20,90,2,0.618,0.589,0.71,0.206
co_expression_20,100,3,0.602,0.575,0.694,0.169
co_expression_20,110,4,0.597,0.57,0.689,0.157
co_expression_20,120,4,0.591,0.562,0.689,0.144
co_expression_20,130,5,0.565,0.538,0.661,0.085
co_expression_20,140,6,0.597,0.572,0.684,0.159
co_expression_20,150,6,0.559,0.534,0.655,0.074
co_expression_20,160,7,0.57,0.544,0.664,0.098
co_expression_20,170,7,0.575,0.551,0.667,0.111
co_expression_20,180,9,0.581,0.554,0.675,0.121
co_expression_20,190,9,0.667,0.641,0.742,0.316
co_expression_20,200,9,0.651,0.627,0.726,0.279
co_expression_20,210,9,0.645,0.621,0.723,0.267
co_expression_20,220,9,0.651,0.628,0.723,0.279
